Scientific name,Count
Eurhynchium striatum,24320
Mustela erminea,24318
Ennomos erosaria,24310
Oreopteris limbosperma,24288
Trifolium campestre,24281
Diplophyllum albicans,24229
Pseudotaxiphyllum elegans,24220
Asplenium ruta-muraria,24156
Echinus esculentus,24123
Lepraria incana s. lat.,24008
Oniscus asellus,23990
Leucoma salicis,23982
Hydropsyche pellucidula,23960
Populus tremula,23952
Carex otrubae,23949
Limnephilidae,23948
Celypha lacunana,23881
Asio otus,23869
Phleum bertolonii,23858
Solidago virgaurea,23856
Lissotriton helveticus,23841
Rhizomnium punctatum,23812
Myosotis laxa,23693
Panolis flammea,23676
Montia fontana,23639
Rorippa nasturtium-aquaticum agg.,23552
Amphipyra berbera,23526
Anania hortulata,23505
Odontocerum albicorne,23493
Cepaea (Cepaea) nemoralis,23475
Cetorhinus maximus,23474
Lampyris noctiluca,23464
Narcissus,23420
Ctenidium molluscum,23415
Tipulidae,23220
Tetrao urogallus,23163
Leuctridae,23104
Gammaridae,22994
Stauropus fagi,22991
Hypnum cupressiforme var. resupinatum,22969
Ballota nigra,22944
Mytilus edulis,22935
Hamearis lucina,22923
Lomographa bimaculata,22918
Phaeoceros,22912
Atriplex prostrata,22860
Cratoneuron filicinum,22847
Pholidoptera griseoaptera,22847
Sphinx pinastri,22838
Ranunculus sceleratus,22756
Eupithecia dodoneata,22726
Hordeum murinum,22724
Agriphila straminella,22668
Metridia lucens,22659
Cruciata laevipes,22652
Anthyllis vulneraria,22643
Lathyrus linifolius,22625
Sedum acre,22614
Pterostichus madidus,22565
Myotis nattereri,22546
Lophocolea heterophylla,22540
Ononis repens,22511
Ampullaceana balthica,22452
Corvus corone corone,22367
Phocoena phocoena,22347
Lithophane ornitopus,22322
Pipistrellus,22293
Heptageniidae,22279
Geranium pratense,22242
Agabus bipustulatus,22239
Phylloscopus inornatus,22225
Myriolecis dispersa,22206
Polytrichum commune s.l.,22201
Dolycoris baccarum,22200
Physcia adscendens,22182
Coreus marginatus,22178
Achlya flavicornis,22165
Umbilicus rupestris,22095
Orchis mascula,22093
Anser albifrons,22074
Lacanobia w-latinum,22041
Agriopis aurantiaria,22040
Brachythecium rivulare,21972
Hecatera bicolorata,21956
Deroceras (Deroceras) reticulatum,21947
Alchemilla glabra,21926
Carex caryophyllea,21859
Graphiphora augur,21755
Parmelia saxatilis s. lat.,21752
Theria primaria,21726
Pentaglottis sempervirens,21691
Hedera hibernica,21687
Microtus agrestis,21603
Salix viminalis,21520
Clostera curtula,21499
Evernia prunastri,21483
Hemistola chrysoprasaria,21469
Erophila verna,21453
Verbascum thapsus,21452
Reseda luteola,21424
Rosa,21420
Agriphila tristella,21418
Brachylomia viminalis,21400
Omocestus viridulus,21378
Epione repandaria,21256
Hydrelia flammeolaria,21214
Adalia decempunctata,21202
Rhodophyta,21191
Polycentropus flavomaculatus,21188
Triglochin palustre,21177
Ulex gallii,21171
Corallinaceae,21161
Rhyacophilidae,21092
Barbarea vulgaris,21089
Tanacetum parthenium,21080
Necora puber,21076
Carex riparia,21015
Porcellio scaber,21015
Porifera,21012
Myathropa florea,20957
Pentatoma rufipes,20957
Polygala vulgaris,20902
Prunus laurocerasus,20870
Malus pumila,20859
Funaria hygrometrica,20855
Xanthorhoe quadrifasiata,20773
Spergula arvensis,20674
Festuca pratensis,20622
Xestia ditrapezium,20609
Larus glaucoides,20573
Platycnemis pennipes,20557
Rhytidiadelphus loreus,20532
Chaetoceros,20525
Brachycentrus subnubilus,20505
Polytrichum juniperinum,20474
Cucullia umbratica,20462
Symphytum officinale x asperum = S. x uplandicum,20435
Amphipoea oculea agg.,20432
Apium nodiflorum,20392
Dactylorhiza maculata,20359
Apamea unanimis,20340
Myodes glareolus,20335
Adoxa moschatellina,20284
Centaurea scabiosa,20268
Melanelixia fuliginosa,20247
Conocephalum conicum,20244
Larus hyperboreus,20194
Discus (Gonyodiscus) rotundatus,20134
Calystegia silvatica,20111
Sorex araneus,20090
Pellia endiviifolia,20061
Carcinus maenas,20011
Scopula marginepunctata,20009
Candelariella vitellina f. vitellina,19991
Callitriche,19957
Sedum anglicum,19807
Phoca vitulina,19770
Plagiothecium undulatum,19758
Lecanora expallens,19690
Peridea anceps,19688
Bubulcus ibis,19648
Galium odoratum,19635
Lunularia cruciata,19631
Myrica gale,19579
Helianthemum nummularium,19566
Anas platyrhynchos x,19503
Ribes rubrum,19473
Plutella xylostella,19468
Bromus hordeaceus subsp. hordeaceus,19435
Petasites hybridus,19429
Horisme vitalbata,19426
Poa humilis,19421
Physcia tenella,19398
Ulota bruchii,19397
Nematoda,19369
Drymonia dodonaea,19355
Hyperiidea,19282
Isoperla grammatica,19272
Euphrasia officinalis agg.,19260
Porpidia tuberculosa,19251
Humulus lupulus,19248
Barbatula barbatula,19183
Larix decidua,19126
Nemertea,19123
Mythimna straminea,19074
Phaeophyscia orbicularis,19074
Macrothylacia rubi,19073
Myotis,19040
Hypericum androsaemum,19017
Tanacetum vulgare,18961
Juncus bufonius agg.,18943
Odezia atrata,18921
Syritta pipiens,18895
Carex acutiformis,18891
Myosotis discolor,18879
Carpinus betulus,18846
Smyrnium olusatrum,18780
Cybosia mesomella,18777
Acer platanoides,18715
Acanthis flammea,18699
Perca fluviatilis,18689
Hylocomiadelphus triquetrus,18682
Serratella ignita,18654
Veronica filiformis,18649
Neovison vison,18589
Fabaceae,18586
Ennomos quercinaria,18531
Arenaria serpyllifolia,18506
Lateroligia ophiogramma,18494
Steromphala cineraria,18484
Myosotis sylvatica,18442
Nycteola revayana,18433
Cephalozia bicuspidata,18380
Scopula floslactata,18355
Elodea nuttallii,18314
Avena fatua,18261
Ramalina farinacea,18253
Fumaria officinalis,18239
Helophorus brevipalpis,18193
Chloromyia formosa,18089
Aulacomnium palustre,17994
Fucus serratus,17949
Dama dama,17933
Mustela nivalis,17933
Lamiastrum galeobdolon,17916
Fissidens bryoides var. bryoides,17911
Neottia ovata,17820
Coenonympha tullia,17817
Peridroma saucia,17812
Rorippa nasturtium-aquaticum,17788
Solanum nigrum,17755
Sphagnum auriculatum,17724
Melica uniflora,17718
Campylopus flexuosus,17693
Trifolium medium,17684
Empetrum nigrum,17679
Ancylidae,17649
Agriopis leucophaearia,17621
Cochlearia danica,17613
Hydrobiidae,17613
Platycheirus albimanus,17553
Myosotis secunda,17552
Galeopsis tetrahit agg.,17528
Centranthus ruber,17495
Polymixis flavicincta,17478
Koeleria macrantha,17476
Hydroporus palustris,17469
Bryopsis muralis,17465
Tripos macroceros,17428
Juniperus communis,17419
Zygodon viridissimus,17391
Asteroscopus sphinx,17376
Lepidostoma hirtum,17354
Lecanora polytropa,17341
Matricaria chamomilla,17336
Eupithecia succenturiata,17333
Poa nemoralis,17323
Sphagnum palustre,17317
Carex hostiana,17241
Galeopsis tetrahit,17210
Cepaea (Cepaea) hortensis,17194
Littorella uniflora,17187
Apterogenum ypsillon,17075
Calypogeia fissa,17063
Chloroclysta miata,17058
Calliostoma zizyphinum,17017
Helictotrichon pubescens,16984
Lithophane socia,16982
Emmelina monodactyla,16969
Festuca vivipara,16962
Helotropha leucostigma,16917
Cryphaea heteromalla,16910
Leontodon saxatilis,16899
Diloba caeruleocephala,16894
Equisetum sylvaticum,16878
Laminaria,16853
Melanostoma scalare,16846
Euplagia quadripunctaria,16843
Verrucaria nigrescens,16836
Fucus vesiculosus,16780
Austropotamobius pallipes,16738
Salmo trutta subsp. fario,16735
Hypericum hirsutum,16719
Bryum pseudotriquetrum,16717
Psyllobora vigintiduopunctata,16698
Rhinolophus ferrumequinum,16696
Hypnum andoi,16655
Tripleurospermum maritimum,16655
Rhodometra sacraria,16634
Hydrobius fuscipes/rottenbergii/subrotundus,16628
Roeseliana roeselii,16623
Cochlearia officinalis,16604
Phoxinus phoxinus,16595
Urtica urens,16593
Plenogemma phyllantha,16565
Crepis vesicaria,16553
Polygonum arenastrum,16530
Esox lucius,16499
Caloplaca flavescens,16482
Urticina felina,16468
Hyacinthoides non-scripta x hispanica = H. x massartiana,16466
Littorina littorea,16456
Cerura vinula,16450
Rubus caesius,16448
Armoracia rusticana,16408
Hypomecis punctinalis,16275
Oligia versicolor,16242
Zygaena lonicerae,16228
Geranium pyrenaicum,16224
Neckera complanata,16212
Larentia clavaria,16174
Bromopsis erecta,16150
Plemyria rubiginata,16148
Vespa crabro,16145
Anacaena globulus,16140
Lanice conchilega,16114
Radula complanata,16055
Lepidium coronopus,16034
Carex arenaria,16028
Streblotrichum convolutum,16024
Apeira syringaria,16016
Persicaria lapathifolia,15989
Lepidium didymum,15980
Scoparia ambigualis,15963
Hofmannophila pseudospretella,15961
Synedra nitzschioides f. nitzschioides,15928
Crepis paludosa,15913
Clinopodium vulgare,15911
Acanthosoma haemorrhoidale,15910
Lacanobia suasa,15899
Anacamptis pyramidalis,15886
Diploicia canescens,15884
Halyzia sedecimguttata,15862
Lecanora campestris subsp. campestris,15847
Carduus crispus,15829
Lactuca serriola,15825
Scapania undulata,15809
Thumatha senex,15787
Caloplaca flavocitrina,15773
Malva moschata,15767
Lecanora conizaeoides f. conizaeoides,15721
Scutellaria galericulata,15714
Callistege mi,15711
Bryum rubens,15709
Epilobium brunnescens,15691
Larus cachinnans,15675
Aethusa cynapium,15674
Zeuzera pyrina,15629
Idaea emarginata,15611
Pedicularis palustris,15600
Apamea epomidion,15599
Fontinalis antipyretica,15570
Racomitrium lanuginosum,15560
Nucella lapillus,15553
Anagallis tenella,15527
Saturnia pavonia,15489
Chelidonium majus,15457
Trochulus (Trochulus) striolatus,15394
Ulmus,15380
Aporophyla lueneburgensis,15276
Philoscia muscorum,15265
Cairina moschata,15250
Zostera,15250
Cirsium acaule,15246
Melanelixia subaurifera,15244
Nebria brevicollis,15241
Sericostomatidae,15222
Ophrys apifera,15212
Chesias legatella,15200
Anthophora plumipes,15155
Tripos horridus,15134
Coenagrion mercuriale,15126
Racomitrium aciculare,15123
Volucella pellucens,15123
Betula,15117
Flavoparmelia caperata,15106
Protoperidinium,15100
Gasterosteus aculeatus,15097
Nemouridae,15090
Thymus polytrichus,15076
Glaux maritima,15055
Pagurus bernhardus,15051
Caryophyllia (Caryophyllia) smithii,15036
Lecidella elaeochroma f. elaeochroma,15001
Senecio squalidus,14982
Nemertesia antennina,14968
Ligustrum ovalifolium,14941
Pseudopanthera macularia,14940
Trametes versicolor,14937
Prunus domestica,14910
Myriolecis albescens,14904
Vaccinium vitis-idaea,14901
Conyza canadensis,14899
Stercorarius pomarinus,14897
Frullania tamarisci,14884
Polyploca ridens,14878
Syntrichia montana,14865
Agrotis vestigialis,14840
Geranium lucidum,14818
Flustra foliacea,14763
Idaea subsericeata,14750
Vicia sativa subsp. nigra,14744
Sigara (Sigara) dorsalis,14732
Silene uniflora,14732
Poterium sanguisorba,14728
Haliaeetus albicilla,14686
Calcarius lapponicus,14678
Carex paniculata,14666
Symphytum officinale,14646
Dypterygia scabriuscula,14608
Lysimachia nummularia,14584
Perlodidae,14584
Prunus padus,14557
Coturnix coturnix,14553
Xylaria hypoxylon,14553
Mammalia,14544
Callimorpha dominula,14534
Pastinaca sativa,14526
Plagiochila porelloides var. porelloides,14518
Paralia sulcata,14503
Melobesioideae,14495
Polytrichum piliferum,14485
Patella vulgata,14466
Corvus corone x cornix,14439
Physcia caesia,14434
Ulota crispa,14432
Aira caryophyllea,14426
Sherardia arvensis,14424
Nuphar lutea,14323
Vicia sativa subsp. segetalis,14312
Dactylorhiza purpurella,14295
Rubus ulmifolius,14295
Aphomia sociella,14285
Chiloscyphus polyanthos,14256
Dactylorhiza praetermissa,14253
Gobio gobio,14235
Coronella austriaca,14232
Carduus nutans,14191
Tholera cespitis,14186
Pogonatum aloides,14169
Semibalanus balanoides,14142
Spirobranchus triqueter,14142
Lecidella scabra,14131
Scabiosa columbaria,14115
Orthodontium lineare,14093
Psilolechia lucida,14088
Cyclophora linearia,14050
Tursiops truncatus,14046
Horisme tersata,14039
Sphagnum papillosum,14038
Selaginella selaginoides,14028
Ulva,14013
Iris foetidissima,14007
Polypodium interjectum,13993
Cladonia portentosa,13992
Pterostichus diligens,13975
Orthotrichum anomalum,13945
Ardenna grisea,13931
Schistidium apocarpum,13930
Leptodictyum riparium,13921
Arenostola phragmitidis,13919
Laminaria hyperborea,13918
Pohlia nutans,13898
Viscum album,13878
Reseda lutea,13875
Acarospora fuscata,13872
Berula erecta,13858
Exochomus quadripustulatus,13858
Agapetus fuscipes,13848
Brachythecium albicans,13834
Nonagria typhae,13815
Earias clorana,13810
Picea abies,13810
Lepidozia reptans,13798
Oxychilus (Oxychilus) alliarius,13798
Protoparmeliopsis muralis,13791
Lithosia quadra,13784
Didymodon fallax,13778
Viburnum lantana,13774
Vespula vulgaris,13701
Hadena perplexa,13697
Podiceps grisegena,13691
Notonecta (Notonecta) glauca,13690
Juncus gerardii,13679
Tortula truncata,13654
Lemna trisulca,13650
Leuciscus leuciscus,13649
Viola reichenbachiana,13648
Cloeon dipterum,13642
Polystichum aculeatum,13608
Amphipoea oculea,13607
Selenia lunularia,13606
Mythimna vitellina,13594
Petasites fragrans,13593
Acronicta alni,13571
Mycelis muralis,13569
Isothecium alopecuroides,13521
Cladonia coniocraea,13506
Lecidella stigmatea,13503
Philonotis fontana,13479
Aegopinella nitidula,13476
Stereum hirsutum,13460
Didymodon rigidulus,13456
Hydropsyche angustipennis,13438
Marthasterias glacialis,13423
Elmis aenea,13421
Littorina saxatilis/arcana,13421
Erythromma viridulum,13398
Amandinea punctata,13368
Cliona celata,13368
Calvia quattuordecimguttata,13335
Macaria notata,13331
Eupithecia pusillata,13288
Cerastium fontanum subsp. vulgare,13279
Cochlicopa cf. lubrica,13278
Eupithecia phoeniceata,13261
Corallina officinalis,13244
Metzgeria violacea,13238
Hypnum cupressiforme var. lacunosum,13226
Coenagrion pulchellum,13219
Diarsia dahlii,13219
Aneura pinguis,13215
Anchusa arvensis,13214
Erodium cicutarium,13212
Arion (Mesarion) subfuscus,13205
Caenis,13177
Populus nigra x deltoides = P. x canadensis,13170
Notiophilus biguttatus,13151
Perizoma albulata,13148
Rhizocarpon reductum,13148
Trichiura crataegi,13148
Cucullia verbasci,13141
Mniotype adusta,13139
Melampyrum pratense,13135
Asellidae,13110
Kurtiella bidentata,13106
Parietaria judaica,13105
Dytiscidae,13099
Silene vulgaris,13081
Melitaea athalia,13080
Plagiothecium succulentum,13032
Milium effusum,13026
Lophozia ventricosa,13017
Sphagnum fallax,13003
Pseudoterpna pruinata,12999
Rhingia campestris,12980
Lepra amara,12974
Epilobium tetragonum,12965
Schistidium crassipilum,12957
Laccaria laccata,12954
Euxoa nigricans,12951
Ammophila arenaria,12946
Sciuro-hypnum plumosum,12926
Emberiza cirlus,12922
Sphagnum capillifolium,12922
Dicranella varia,12919
Serpulidae,12908
Racomitrium heterostichum,12879
Isolepis setacea,12872
Apatura iris,12870
Rhizosolenia styliformis,12866
Mystacides longicornis,12858
Alopecurus myosuroides,12849
Syrphus ribesii,12837
Dryopteris filix-mas agg.,12814
Blastobasis adustella,12793
Parmotrema perlatum,12771
Paguridae,12762
Origanum vulgare,12744
Galium mollugo,12737
Papaver somniferum,12730
Vulpia bromoides,12713
Alcyonidium diaphanum,12712
Streblotrichum convolutum var. convolutum,12674
Viola hirta,12666
Epirrita autumnata,12665
Lolium multiflorum,12661
Ochrolechia parella,12647
Erpobdellidae,12643
Huperzia selago,12624
Triglochin maritimum,12621
Protoblastenia rupestris,12594
Mentha arvensis,12572
Jacobaea aquatica,12552
Sanguisorba officinalis,12549
Lanius excubitor,12546
Vinca major,12542
Rutpela maculata,12530
Melanthia procellata,12527
Tinodes waeneri,12516
Hygrotus inaequalis,12512
Trichoniscus pusillus,12503
Galium uliginosum,12494
Chrysopilus cristatus,12470
Eudonia mercurella,12450
Equisetum telmateia,12440
Dicranum majus,12437
Rhamnus cathartica,12417
Aphanes arvensis agg.,12357
Hydracarina,12341
Sphaeriidae,12340
Lunaria annua,12327
Ephemerella,12321
Cicindela campestris,12312
Ephemera danica,12302
Phrymaceae,12296
Buccinum undatum,12274
Aethalura punctulata,12270
Linaria purpurea,12270
Meconopsis cambrica,12242
Anagallis arvensis,12241
Polyommatus icarus icarus,12240
Ephemerellidae,12217
Dictyota dichotoma,12216
Eristalis arbustorum,12213
Limonia nubeculosa,12213
Nymphaea alba,12211
Syrphus,12209
Abra alba,12199
Owenia fusiformis,12198
Poterium sanguisorba subsp. sanguisorba,12191
Stellaria media agg.,12183
Evadne,12180
Usnea subfloridana,12177
Burhinus oedicnemus,12168
Thlaspi arvense,12143
Cladonia chlorophaea s. lat.,12139
Planariidae,12136
Lamiastrum galeobdolon subsp. argentatum,12124
Dichodontium pellucidum,12118
Geranium pusillum,12085
Phlyctis argena,12038
Schoenus nigricans,12029
Allium vineale,12018
Eupithecia tenuiata,11957
Plagiochila asplenioides,11932
Veronica scutellata,11929
Pseudocrossidium hornschuchianum,11928
Phegopteris connectilis,11914
Elasmostethus interstinctus,11890
Eupithecia virgaureata,11875
Anser albifrons albifrons,11829
Noterus clavicornis,11812
Agapeta hamana,11798
Jasione montana,11784
Amaranthaceae,11774
Jodis lactearia,11773
Thera juniperata,11760
Quercus cerris,11751
Bryoerythrophyllum recurvirostrum,11747
Hypholoma fasciculare var. fasciculare,11717
